paper	phenotype	numaccessions	phenotypecategory	stressstrategy
Keurentjes_Fusari_PlantCell_2017_PID_28954812	aINV_1	322	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	aINV_2	344	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	ChlA_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	ChlA_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	ChlB_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	ChlB_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	cPGI_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	cPGI_2	346	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	FBP_1	324	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	FBP_2	288	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	FK_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	FK_2	321	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Fru_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Fru_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Fum_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Fum_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	FUMARASE_1	325	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	FUMARASE_2	332	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	FW_1	328	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	G6P_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	G6P_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	G6PDH_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	G6PDH_2	252	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	GDH_2	346	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	GK_1	321	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	GK_2	341	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Glc_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Glc_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	iRub_1	324	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	iRub_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Mal_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Mal_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	MDH_2	346	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	mRub_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	mRub_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	nINV_1	325	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	nINV_2	283	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	NO3_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	NO3_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	NRVm_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	NRVm_2	344	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	NRVs_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	NRVs_2	344	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	PEPC_2	344	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	PGM_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	PGM_2	344	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	pPGI_1	321	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	pPGI_2	346	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Prot_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Prot_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	SKDH_2	346	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	SPS_1	218	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	SPS_2	346	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	starch_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	starch_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Suc_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	Suc_2	349	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	TK_2	344	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	tPGI_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	tPGI_2	346	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	TPI_2	344	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	UGP_1	326	Metabolite	Tolerance
Keurentjes_Fusari_PlantCell_2017_PID_28954812	UGP_2	344	Metabolite	Tolerance
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	FT	337	Reproduction	Escape
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	LL	336	Metabolite	Avoidance
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	MSB	336	Metabolite	Avoidance
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	PH1S	335	Metabolite	Avoidance
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	PL_div_LL	336	Metabolite	Avoidance
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	PL	336	Metabolite	Avoidance
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	RB	334	Metabolite	Avoidance
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	RGRav	336	Metabolite	Escape
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	RGRbv	337	Metabolite	Escape
Keurentjes_Kooke_PlantPhys_2016_PID_26869705	TPH	333	Metabolite	Avoidance
Kim_Lyu_NewPyhtol_2018_PID_30266040	days_after_dark_treatment_2	259	Metabolite	NA
Kim_Lyu_NewPyhtol_2018_PID_30266040	days_after_dark_treatment_3	259	Metabolite	NA
Kim_Lyu_NewPyhtol_2018_PID_30266040	days_after_dark_treatment_4	259	Metabolite	NA
Kim_Lyu_NewPyhtol_2018_PID_30266040	days_after_dark_treatment_5	259	Metabolite	NA
Kim_Lyu_NewPyhtol_2018_PID_30266040	days_after_dark_treatment_6	259	Metabolite	NA
Kim_Lyu_NewPyhtol_2018_PID_30266040	days_after_dark_treatment_7	259	Metabolite	NA
Kliebenstein_Chan_Genetics_2010_PID_19737743	Alllyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	But_3_enyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Indol_3_ylmethyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	N_methoxy_indol_3_ylmethyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Pent_4_enyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Ratio_of_C3_methylthio_to_total_C3_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Ratio_of_C3_to_SC_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Ratio_of_C4_methylthio_to_total_C4_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Ratio_of_C7_methylthio_to_total_C7_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Ratio_of_C7_to_LC_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Ratio_of_C8_methylthio_to_total_C8_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Ratio_of_NMOI3M_to_TIND_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Ratio_of_TOH4_to_TIND_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_Alkenyl_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_C3_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_C3_and_C4_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_C4_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_C5_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_C7_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_C7_and_C8_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_C8_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_Hydroxyalkenyl_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_Hydroxyalkyl_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_Indolic_Glucosinolate_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_Indolic_Glucosinolate_with_4_hydroxylation_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Total_Methylsulfinyl_Aliphatic_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	Unknown_Alkenyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X_R_2_hydroxy_but_3_enyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X_S_2_hydroxy_but_3_enyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X3_hydroxypropyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X3_methylsulfinylpropyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X3_methylthiopropyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X4_hydroxy_indol_3_ylmethyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X4_methoxy_indol_3_ylmethyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X4_methylsulfinylbutyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X4_methylthiobutyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X5_methylsulfinylpentyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X7_methylsulfinylheptyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X7_methylthioheptyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X8_methylsulfinyloctyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_Genetics_2010_PID_19737743	X8_methylthiooctyl_2008	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	AgNO3_Camalexin_1	91	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	AgNO3_Camalexin	91	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Alllyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Alllyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Benzyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	But_3_enyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	But_3_enyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Control_Camalexin_1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Control_Camalexin	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Fresh_Weight	91	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Indol_3_ylmethyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Leaf_Area	91	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	N_methoxy_indol_3_ylmethyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Pent_4_enyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	R_2_hydroxy_but_3_enyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	R_2_hydroxy_but_3_enyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	S_2_hydroxy_but_3_enyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	S_2_hydroxy_but_3_enyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Unknown_Alkenyl_1	88	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Unknown_Alkenyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Unknown_Glucosinolate_Like_1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Unknown_Glucosinolate_Like_2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_benzoyloxypropyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_hydroxypropyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_hydroxypropyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_methylsulfinylpropyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_methylsulfinylpropyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_methylthiopropyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_methylthiopropyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_benzoyloxybutyl_plus_2_benzoyloxy_but_3_enyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_hydroxy_indol_3_ylmethyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_hydroxybutyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_methoxy_indol_3_ylmethyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_methylsulfinylbutyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_methylsulfinylbutyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_methylthiobutyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X5_methylsulfinylpentyl_1	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X5_methylsulfinylpentyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X5_methylthiolpentyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X7_methylsulfinylheptyl	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X7_methylthioheptyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X8_methylsulfinyloctyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X8_methylthiooctyl	90	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	aconitic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	adipic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	alanine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	alanine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	alpha_ketoglutaric_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	arabinose_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	arabinose_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	arachidic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	arachidic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	ascorbic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	asparagine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	asparagine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	aspartic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	aspartic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	behenic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	benzoic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	benzoic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	beta_alanine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	beta_alanine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	beta_sitosterol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	beta_sitosterol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	caffeic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	capric_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	capric_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	cellobiose_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	cellobiotol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	cellobiotol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	cerotic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	cholesterol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	cholesterol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	cis_sinapinic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	cis_sinapinic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	citramalate_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	citric_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	citric_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	citrulline_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	coniferin__ref_Tree_Physiol__exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	coniferin__ref_Tree_Physiol__exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	dehydroascorbate_1_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	dehydroascorbate_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	epsilon_caprolactam_2_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	erythritol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	erythronic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	erythronic_acid_lactone_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	erythronic_acid_lactone_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	ethanolamine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	ethanolamine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	fructose_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	fucose_1___rhamnose_2_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	fucose_1___rhamnose_2_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	fumaric_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	GABA_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	GABA_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	galactinol_major_2_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	galactinol_major_2_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	galactose_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	galactose_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glucose_1_phosphate_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glucose_1_phosphate_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glucose_2_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glucose_2_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glucuronic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glutamic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glutamic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glutamine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glyceric_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glyceric_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glycerol_alpha_phosphate_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glycerol_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glycine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glycine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	glycolic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	heptadecanoic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	hexonic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	hydroxylamine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	hydroxylamine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	inositol_myo__exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	inulobiose_2_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	isoleucine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	isoleucine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	lactic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	lactic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	lactobionic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	lactobionic_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	lauric_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	leucine_1_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	leucine_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	leucine_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	leucrose_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	leucrose_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	levoglucosan_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	lignoceric_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	lignoceric_acid_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	lyxitol_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	malate_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	malate_exp2	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	maleic_acid_exp1	92	Metabolite	Tolerance
Kliebenstein_Chan_PlosGen_2010_PID_21079692	maleic_acid_exp2	92	Metabolite	Tolerance
